  1   2 -100 -100 1   1  36  13 2  19 3    1 2006  412
  1   6 -100 -100 2   3  42  15 2  19 3    2 2006  413
  1   1 -100 -100 3   1  58  18 2  24 3    2 2006  414
  1   1 -100 -100 4   1  55  14 1  21 3 -100 2006  415
  1   1 -100 -100 2   1  38  17 1  22 3    1 2006  416
  1   1 -100 -100 2   1  40  16 2  23 3    1 2006  417
  1   1 -100 -100 2   1  68  10 2  13 3    2 2006  418
  1   1 -100 -100 4   1  48  16 1  25 3 -100 2006  419
  1   1 -100 -100 2   1  72  14 1  16 3    1 2006  420
  1   1 -100 -100 1   1  50  12 2  22 3    2 2006  421
  1   1 -100 -100 4   2  66  12 2  18 3 -100 2006  422
  1   1 -100 -100 3   1  38  16 2 -90 3    2 2006  423
  1   1 -100 -100 4   1  83  12 1 -90 3 -100 2006  424
  1   1 -100 -100 3   1  50  15 2  24 3    1 2006  425
  1   1 -100 -100 4   2  86   8 2   8 3 -100 2006  426
  2   1 -100 -100 1   1  30  16 2  21 3    1 2006  427
  1   1 -100 -100 2   1  45  16 1  25 3    1 2006  428
  1   1 -100 -100 4   3  46  12 2 -90 3 -100 2006  429
  1   1 -100 -100 1   1  51  13 2  21 3    2 2006  430
  1   1 -100 -100 3   2  89  12 2  11 3    2 2006  431
